Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Установка приточная компактная моноблочная CAU 4000/3-W VIM,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1066119,4000/3-W VIM,196800.0,196800.0,131856.0,21,{'фрц Киржач': '21'}
DCGAr 200 Воздушный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1033996,DCGAr 200,2520.0,2520.0,1310.4,444,"{'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': '432'}"
Сплит-система инверторного типа SHUFT SFTMI-24HN1_22Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1412247,SFTMI-24HN1_22Y,80990.0,80990.0,60742.5,1,{'ррц Екатеринбург LV NEW': '1'}
"Хомут спринклерный без гайки SHUFT 1"" (d=36мм) (упак.60шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425481,PCK0271SH,690.0,690.0,655.5,9,{'фрц Киржач': '9'}
FRKr (G3) 600x300/50 Фильтр кассетный,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1033159,FRKr (G3) 600x300/50,2390.0,2390.0,1242.8,174,{'фрц Киржач': '174'}
Обратный клапан BDD 190 для вентиляторов RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-1295196,BDD 190,2780.0,,1445.6,ожидается поставка,{}
PG 100 Решетка,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0081386,PG 100,430.0,430.0,223.6,более 500,"{'ррц Екатеринбург LV NEW': '15', 'фрц Киржач': 'более 500'}"
"Уголок (цинк) для сборки воздуховодов SHUFT УГФ-0 (65х18х2,5) (упак.300шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425451,УГФ(65/18/2.5)SH,0.0,,0.0,1,{'екатеринбург склад': '1'}
Установка приточно-вытяжная SHUFT UniMAX-P 2200 VWR EC,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1085416,UniMAX-P 2200VWR EC,824480.0,824480.0,552401.6,под заказ,{}
Блок вентиляторный CAUF 800 VIM,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1066096,CAUF 800 VIM,65071.0,65070.0,43597.57,3,{'фрц Киржач': '3'}
Преобразователь влажности комнатный SHUFT TUA 5-G,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1095081,TUA 5-G,19444.0,19444.0,10208.1,ожидается поставка,{}
"Установка приточная компактная моноблочная CAU 3000/1-22,5/3 VIM",SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1066107,"CAU 3000/1-22,5/3 VIM",158320.0,158320.0,106074.4,5,{'фрц Киржач': '5'}
Вентилятор канальный центробежный SHUFT CFk 125 MAX,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052317,CFk 125 MAX,14300.0,14300.0,7436.0,408,"{'ррц Екатеринбург LV NEW': '22', 'фрц Киржач': '386'}"
Диффузор универсальный DVK-S 100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007530,DVK-S 100,252.29,230.0,176.61,более 500,"{'екатеринбург склад': '6', 'ррц Екатеринбург LV NEW': '73', 'фрц Киржач': 'более 500'}"
Диффузор универсальный DVK-S 125,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007531,DVK-S 125,289.67,270.0,202.77,более 500,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': 'более 500'}"
Диффузор универсальный DVK-S 160,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007532,DVK-S 160,383.11,350.0,268.18,более 500,"{'екатеринбург склад': '9', 'ррц Екатеринбург LV NEW': '68', 'фрц Киржач': 'более 500'}"
Осушитель настенный Shuft SBW 300A,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442249,SBW 300A,878353.86,822500.0,439176.93,ожидается поставка,{}
"Болт оцинкованный SHUFT класс прочности 5,8 DIN933 М8x30 (упак_1кг/64шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425380,BL08301SH,178.0,178.0,163.76,90,"{'ррц Екатеринбург LV NEW': '52', 'фрц Киржач': '38'}"
Анкер болт SHUFT 8х80 бел.оц. (упак_50шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1485705,DAB8х80,345.0,345.0,328.0,4,{'фрц Киржач': '4'}
Вентилятор крышный SHUFT RMVD 355/600-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1064689,RMVD 355/600-4 VIM,74030.0,74030.0,38495.6,26,{'фрц Киржач': '26'}
Вентилятор прямоугольный канальный SHUFT RFE-B 600х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1060620,RFE-B 600х300-4 VIM,86390.0,86390.0,44922.8,1,{'фрц Киржач': '1'}
Вентилятор канальный центробежный SHUFT CFk 160 MAX,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052318,CFk 160 MAX,18820.0,18820.0,9786.4,308,"{'ррц Екатеринбург LV NEW': '16', 'фрц Киржач': '292'}"
Сплит-система инверторного типа SHUFT SFTMI-07HN1_22Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1412241,SFTMI-07HN1_22Y,29990.0,29990.0,22492.5,ожидается поставка,{}
DRr 400х200 воздушный клапан с подставкой под электропривод,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-0074744,DRr 400х200,6330.0,6330.0,3291.6,121,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '117'}"
"Преобразователь частоты SKI780-0D4-4 0,4 кВт, 380В",SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1442799,"SKI780-0D4-4 0,4 кВт, 380В",15511.36,,9306.81,более 500,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': 'более 500'}"
Вентилятор IEF 250E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248631,IEF 250E,184493.84,180380.0,95936.8,3,{'фрц Киржач': '3'}
Установка приточно-вытяжная SHUFT UniMAX-P 450 VEL-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061993,UniMAX-P 450 VEL-A,327076.0,327070.0,219140.92,3,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '2'}"
Вентилятор прямоугольный канальный SHUFT RFE 600х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052364,RFE 600х300-4 VIM,91460.0,91460.0,47559.2,1,{'фрц Киржач': '1'}
Установка приточно-вытяжная SHUFT UniMAX-P 1500 VEL-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061967,UniMAX-P 1500 VEL-A,546640.0,546640.0,366248.8,1,{'фрц Киржач': '1'}
"Вставка гибкая SHUFT 100 (70х100х70), 25м",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425396,FC1001SH,3630.0,3630.0,3339.6,33,"{'ррц Екатеринбург LV NEW': '21', 'фрц Киржач': '12'}"
DRr 600х350 воздушный клапан с подставкой под электропривод,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-0074748,DRr  600х350,9760.0,9760.0,5075.2,248,"{'ррц Екатеринбург LV NEW': '21', 'фрц Киржач': '227'}"
Осушитель канальный Shuft SHA-D960,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442266,SHA-D960,3326064.43,3114560.0,1663032.22,под заказ,{}
Хомут для воздуховода SHUFT без резинового профиля 250 мм (гайка),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425463,РС2501SH,58.0,58.0,53.36,более 500,"{'ррц Екатеринбург LV NEW': '100', 'фрц Киржач': 'более 500'}"
Установка приточно-вытяжная SHUFT UniMAX-P 850 CE EC,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1222636,"UniMAX-P 850-3,0CE EC",425630.0,425630.0,285172.1,4,{'фрц Киржач': '4'}
Вентилятор прямоугольный канальный SHUFT RFE 500х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052362,RFE 500х300-4 VIM,47820.0,47820.0,24866.4,36,{'фрц Киржач': '36'}
"Хомут спринклерный без гайки SHUFT 3"" (d=92мм) (упак.60шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425484,PCK0921SH,1310.0,1310.0,1244.5,9,{'фрц Киржач': '9'}
Теплоизоляция рулонная SHUFT VENTOFLEX 010/1200-15 (18м2),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Теплоизоляция",НС-1618027,RSHVT10/1200-15,4809.17,4809.17,3847.34,ожидается поставка,{}
"Установка приточная компактная моноблочная CAU 2000/1-12,0/3 VIM",SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1063368,"2000/1-12,0/3 VIM",126710.0,126710.0,84895.7,4,{'фрц Киржач': '4'}
Сантехнический винт SHUFT M10х120 (уп. 50шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425439,SS10120SH,550.0,550.0,506.0,11,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '5'}"
"SRE-2,5 плавный регулятор скорости (в корпусе)",SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Контроллеры,НС-0084730,"SRE-2,5",1756.71,1476.0,922.27,ожидается поставка,{}
Вентилятор круглый канальный в звукоизолированном корпусе SHUFT ICFE 250 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1071065,ICFE 250 VIM,100710.0,100710.0,52369.2,59,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '57'}"
Вентилятор EF 225E (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248602,EF 225E,201945.96,197440.0,105011.9,34,{'фрц Киржач': '34'}
Установка приточная компактная моноблочная CAU 6000/3-W VIM,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1063373,6000/3-W VIM,234860.0,234860.0,157356.2,7,{'фрц Киржач': '7'}
Шумоглушитель SCr 500/600,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011016,SCr 500/600,22640.0,22640.0,11772.8,под заказ,{}
Диффузор DVS E 100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007535,DVS E 100,345.74,320.0,242.01,более 500,"{'екатеринбург склад': '10', 'ррц Екатеринбург LV NEW': '30', 'фрц Киржач': 'более 500'}"
Диффузор DVS E 125,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007536,Д DVS E 125,411.14,380.0,287.8,63,"{'екатеринбург склад': '11', 'ррц Екатеринбург LV NEW': '52'}"
Диффузор DVS E-P 100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007539,DVS E-P 100,345.74,320.0,242.01,35,"{'екатеринбург склад': '16', 'ррц Екатеринбург LV NEW': '19'}"
Диффузор DVS E-P 125,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007540,Д DVS E-P 125,411.14,380.0,287.8,21,"{'екатеринбург склад': '10', 'ррц Екатеринбург LV NEW': '11'}"
Диффузор DVS E-P 160,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007541,DVS E-P 160,551.31,510.0,385.92,43,"{'екатеринбург склад': '10', 'ррц Екатеринбург LV NEW': '33'}"
Диффузор DVS E-P 200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0007542,DVS E-P 200,672.78,630.0,470.95,20,"{'екатеринбург склад': '9', 'ррц Екатеринбург LV NEW': '11'}"
Установка приточно-вытяжная SKOYOD Allston-VH5.5,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1584287,SKOYOD Allston-VH5.5,306600.0,260610.0,205422.0,93,{'фрц Киржач': '93'}
DCGAr 100 Воздушный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1033993,DCGAr 100,2690.0,2690.0,1398.8,187,"{'екатеринбург склад': '5', 'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '172'}"
CFW 125 Вытяжной круглый канальный вентилятор,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0079341,CFW_ 125,15880.0,15880.0,8257.6,17,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '13'}"
Установка приточная компактная моноблочная CAU 2000/3-W VIM,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1063371,2000/3-W VIM,108360.0,108360.0,72601.2,41,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '39'}"
"Шпилька резьбовая SHUFT оцинк. класс прочности 4,8 DIN975 М8x1000",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425503,TR0810001SH,39.0,39.0,35.88,10,"{'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '5'}"
Фанкойл кассетный двухтрубный Shuft SFR-850R V2,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517691,SFR-850R V2,113064.7,,42060.07,194,"{'ррц Лакинск': '70', 'фрц Киржач': '124'}"
RTF1-PT1000 Комнатный датчик температуры,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-0007660,RTF1-PT1000,2538.8,1968.0,1332.87,326,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '322'}"
FCr 355 (EU3) фильтр кассетный (материал),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-0010348,FCr 355 (EU3)  (материал),1720.0,1720.0,894.4,10,{'фрц Киржач': '10'}
Вентилятор крышный SHUFT RMVD 400/600-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1064690,RMVD 400/600-4 VIM,80040.0,80040.0,41620.8,ожидается поставка,{}
Вентилятор cо свободным колесом TORNADO 700x400-35-3-2,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1140889,TORNADO 700x400-35-3-2,129490.0,129490.0,67334.8,2,{'фрц Киржач': '2'}
Дюбель пластмассовый распорный SHUFT М12х120 (уп. 150шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425409,PD12120SH,560.0,560.0,515.2,ожидается поставка,{}
Панель SMB09 Shuft для SFR 300-500 V2,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Аксессуары,НС-1517685,SMB09 Shuft для SFR 300-500 V2,14203.17,,5283.21,14,{'фрц Киржач': '14'}
Установка приточно-вытяжная вертикальная Shuft Stellar VR-350 inv,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1584082,Stellar VR-350 inv,268900.0,233940.0,180163.0,36,{'фрц Киржач': '36'}
CMFE 315 Вентилятор диагональный канальный энергосберегающий,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0076036,CMFE 315,65320.79,63860.0,33966.81,151,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '149'}"
Анкер забивной SHUFT оцинкованный M10 (упак. 100шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425373,DA1012401SH,440.0,440.0,404.8,5,"{'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '2'}"
RSK-355 Обратный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-0081419,GSKRSK009_,3730.0,3730.0,1939.6,161,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '157'}"
Фанкойл настенный Shuft SFH-250 V2 (без клапана),SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517679,SFH-250 V2 (без клапана),63260.17,,23532.41,41,{'фрц Киржач': '41'}
RHPr 500x300 Рекуператор пластинчатый,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Рекуператоры,НС-1039510,RHPr 500x300,67810.0,67810.0,35261.2,3,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '1'}"
Установка приточно-вытяжная SHUFT UniMAX-P 1400 VEL EC,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1085403,UniMAX-P 1400VEL EC,745990.0,745990.0,499813.3,ожидается поставка,{}
SF1K/HY Реле протока воды,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-0084470,SF1K/HY,11967.17,9815.0,6282.76,1,{'ррц Екатеринбург LV NEW': '1'}
Фанкойл канальный Shuft SFF-1200G50,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517747,SFF-1200G50,92600.92,,34447.36,87,{'фрц Киржач': '87'}
"Преобразователь частоты SKI600-5D5G/7D5P-4 5,5 кВт, 380В",SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1442820,"SKI600-5D5G/7D5P-4 5,5 кВт, 380В",29153.87,,17492.32,ожидается поставка,{}
"Саморез пресс-шайба со сверлом SHUFT М4,2x19 (упак_1000шт/1,95кг)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425437,AVS42191SH,530.0,530.0,487.6,11,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '9'}"
Фанкойл канальный Shuft SFF-400G50 4T,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517763,SFF-400G50 4T,58681.51,,21829.9,под заказ,{}
Фанкойл канальный Shuft SFF-1000G50 4T,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517758,SFF-1000G50 4T,109607.35,,40774.31,под заказ,{}
Вентилятор осевой AXW 450-4E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1128857,AXW 450-4E,24931.6,24370.0,12964.43,100,{'фрц Киржач': '100'}
Вентилятор прямоугольный канальный SHUFT RFD 600х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052351,RFD 600х300-4 VIM,71150.0,71150.0,36998.0,308,"{'ррц Екатеринбург LV NEW': '20', 'фрц Киржач': '288'}"
"Установка приточная ECO-SLIM 350-5,0/2-А",SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1192636,"350-5,0/2-А",135990.0,135990.0,91113.3,25,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '23'}"
Система туманообразования адиабатическая Shuft FG-025,SHUFT,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Системы увлажнения воздуха",НС-1352841,FG-025,73538.78,,40446.33,ожидается поставка,{}
PG 355 Решетка,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0081392,PG 355,1970.0,1970.0,1024.4,66,{'фрц Киржач': '66'}
FRKr (G3) 400x200/50 Фильтр кассетный,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1033156,FRKr (G3) 400x200/50,1730.0,1730.0,899.6,44,{'фрц Киржач': '44'}
Вентилятор прямоугольный канальный SHUFT RFE-B 500х250-2 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1060615,RFE-B 500х250-2 VIM,40250.0,40250.0,20930.0,29,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '28'}"
"Комплект Shuft SFLC_C-60HN1 полупромышленной сплит-системы, кассетного типа",SHUFT,Кондиционирование/Полупромышленные сплит-системы,НС-1597878,SFLC_C-60HN1,174200.0,174200.0,102778.0,110,{'фрц Киржач': '110'}
PG 160 Решетка,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0081388,PG 160,740.0,740.0,384.8,191,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '184'}"
DCGAr 315 Воздушный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1033998,DCGAr 315,3180.0,3180.0,1653.6,154,"{'екатеринбург склад': '4', 'ррц Екатеринбург LV NEW': '8', 'фрц Киржач': '142'}"
BDD 311 Обратный клапан для вентиляторов RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006714,BDD 311,3480.0,,1809.6,ожидается поставка,{}
BDD 560-630 Обратный клапан для вентиляторов RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006716,BDD 560-630,6860.0,,3567.2,11,{'фрц Киржач': '11'}
Установка приточно-вытяжная SHUFT UniMAX-P 1500 CW-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061971,UniMAX-P 1500 CW-A,550460.0,550460.0,368808.2,ожидается поставка,{}
"Саморез пресс-шайба со сверлом SHUFT М4,2x13 (упак_1000шт/1,74кг)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425435,AVS42131SH,400.0,400.0,368.0,4,{'екатеринбург склад': '4'}
"Скоба вентиляционная SHUFT 30Х2,5, упак_400",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425444,DFG3025T1SH,0.0,,0.0,ожидается поставка,{}
FBRr-K 400x200 Фильтр-бокс (корпус),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1033145,FBRr-K 400x200,7420.0,7420.0,3858.4,22,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '21'}"
"Установка приточная ECO 250/1-9,0/ 3-A",SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1084920,"ECO 250/1-9,0/ 3-A",144420.0,144420.0,96761.4,51,{'фрц Киржач': '51'}
Преобразователь влажности канальный SHUFT TUC 3,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1350772,TUC3,19918.0,,10456.95,ожидается поставка,{}
Вентилятор прямоугольный канальный SHUFT IRFD 500х250-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1057813,IRFD 500х250-4 VIM,65770.0,65770.0,34200.4,ожидается поставка,{}
Фанкойл канальный Shuft SFF-200G50 4T,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517761,SFF-200G50 4T,47842.25,,17796.94,под заказ,{}
Вентилятор прямоугольный канальный SHUFT RFD-B 500х300-2S VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1060619,RFD-B 500х300-2S VIM,108820.0,108820.0,56586.4,4,{'фрц Киржач': '4'}
DCGAr 400 Воздушный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1034000,DCGAr 400,4630.0,4630.0,2407.6,14,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '12'}"
Фильтр карманный (материал) FRr (F7-EU7) 800*500,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-0010467,FRr (F7-EU7) 800*500,7510.0,7510.0,3905.2,20,{'фрц Киржач': '20'}
Вентилятор осевой AXW 350-4E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1128855,AXW 350-4E,19945.28,19500.0,10371.55,25,"{'ррц Орехово-Зуево (Московская обл.)': '1', 'фрц Киржач': '24'}"
Гибкая вставка FKr 900*500,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1017641,FKr 900*500,4250.0,4250.0,2210.0,150,{'фрц Киржач': '150'}
Система туманообразования адиабатическая Shuft FG-050,SHUFT,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Системы увлажнения воздуха",НС-1352842,FG-050,104935.25,,57714.39,ожидается поставка,{}
Струбцина монтажная SHUFT М8 (упак.100),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425447,BCZ081SH,3800.0,3800.0,3496.0,108,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '105'}"
