Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
"Комплект Ballu BLC_M_C-18HN1_22Y (compact) полупромышленной сплит-системы, кассетного типа",BALLU,Кондиционирование/Полупромышленные сплит-системы,НС-1411173,BLC_M_C-18HN1_22Y,78000.0,78000.0,0.0,ожидается поставка,{}
Экран для настенного кондиционера Ballu Сплит 900,BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Экраны для кондиционеров",НС-1263335,splitscreen900,2371.0,2371.0,2063.0,373,"{'ррц Екатеринбург LV NEW': '33', 'фрц Киржач': '340'}"
Завеса тепловая Ballu BHC-M25T12-PS (пульт BRC-D1),BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1507289,BHC-M25T12-PS (BRC-D1),73990.0,73990.0,59192.0,ожидается поставка,{}
Завеса тепловая Ballu BHC-B10T06-PS2,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1355391,BHC-B10T06-PS2,29490.0,29490.0,23592.0,ожидается поставка,{}
"Комплект Ballu BLC_M_D-24HN1_22Y сплит-системы, канального типа",BALLU,Кондиционирование/Полупромышленные сплит-системы,НС-1411124,BLC_M_D-24HN1_22Y,105000.0,105000.0,0.0,ожидается поставка,{}
Тепловая пушка Ballu BHP-P-3,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1035078,BHP-P-3,6390.0,6390.0,5303.7,более 500,"{'ррц Петушки (Владимирская обл.)': '861', 'ррц Екатеринбург LV NEW': '62', 'фрц Киржач': 'более 500'}"
"Блок внутренний Ballu BSEI-FM/in-18HN8/LP_EU мульти сплит-системы, инверторного типа",BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1486961,BSEI-FM/in-18HN8/LP_EU,23300.0,23300.0,16077.0,16,{'фрц Киржач': '16'}
Завеса тепловая Ballu BHC-L10-S06-M (пульт BRC-S),BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Компактные,НС-1485654,BHC-L10-S06-M (BRC-S),20990.0,20990.0,17421.7,ожидается поставка,{}
Обогреватель инфракрасный Ballu BIH-T2-4.5,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1263630,BIH-T2-4.5,25990.0,25990.0,20792.0,15,{'фрц Киржач': '15'}
Фильтр угольный Ballu VOC FV-150/155 для очистителей воздуха Ballu AP-150/155,BALLU,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1076170,VOC FV-150/155,790.0,790.0,574.73,235,{'фрц Киржач': '235'}
Конвектор электрический Ballu Camino Eco Turbo BEC/EMT-1500,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1166352,BEC/EMT-1500,4390.0,4390.0,3599.8,более 500,{'фрц Киржач': 'более 500'}
Сплит-система Ballu BSO-12HN8_22Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1407892,BSO-12HN8_22Y,36990.0,36990.0,26632.8,более 500,"{'екатеринбург склад': '5', 'ррц Лакинск': '1650', 'ррц Орехово-Зуево (Московская обл.)': '582', 'ррц Петушки (Владимирская обл.)': '435', 'ррц Екатеринбург LV NEW': '337', 'фрц Киржач': '370'}"
Вентилятор напольный Ballu BFF-907,BALLU,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602072,BFF-907,3190.0,3190.0,2552.0,65,{'ррц Петушки (Владимирская обл.)': '65'}
Увлажнитель ультразвуковой Ballu UHB-330,BALLU,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1452064,UHB-330,2390.0,2390.0,2032.0,57,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '56'}"
Конвектор электрический Ballu Ettore BEC/ETER-2000,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1135155,BEC/ETER-2000,7990.0,7990.0,6551.8,более 500,"{'ррц Лакинск': '509', 'ррц Костерево (Владимирская обл.)': '5', 'ррц Екатеринбург LV NEW': '47', 'фрц Киржач': '496'}"
Завеса тепловая Ballu BHC-H15T18-PS (пульт BRC-D1),BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1508245,BHC-H15T18-PS (BRC-D1),66990.0,66990.0,53592.0,ожидается поставка,{}
Водонагреватель Ballu BWH/S 15 Capsule Plus O,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1338777,BWH/S 15 Capsule Plus O,7290.0,7290.0,6051.0,497,"{'ррц Костерево (Владимирская обл.)': '103', 'ррц Орехово-Зуево (Московская обл.)': '72', 'фрц Киржач': '322'}"
"Трубка дренажная Ballu для ЭВН, 6х8мм",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Дренажный шланг",НС-1579231,ТДЭВН68,-1.0,,0.0,более 500,{'фрц Киржач': 'более 500'}
Штатив стальной телескопический Ballu BIH-LS-220,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1136148,BIH-LS-220,2190.0,2190.0,1817.7,1,{'екатеринбург склад': '1'}
Тепловая пушка Ballu BHP-M-9,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1035062,BHP-M-9,12590.0,12590.0,10449.7,71,"{'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': '59'}"
Пушка тепловая Ballu BHP-M2-5,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1277340,BHP-M2-5,10990.0,10990.0,8792.0,253,"{'ррц Костерево (Владимирская обл.)': '111', 'ррц Петушки (Владимирская обл.)': '48', 'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '92'}"
